	QiY201	QiY202	QiY203	QiY204	QiY205	QiY206	QiY207	Description
EC:2.4.1.18	49189	22420	22918	30910	41158	24321	20188	"1,4-alpha-glucan branching enzyme"
EC:2.4.1.180	0	25	362	1333	261	71	91	Lipopolysaccharide N-acetylmannosaminouronosyltransferase
EC:2.4.1.182	44629	15653	21266	23240	40310	18536	21189	Lipid-A-disaccharide synthase
EC:2.4.1.187	9840	6575	6358	8429	7653	6598	1666	mannosaminyltransferase
EC:2.4.1.19	163	85	307	239	91	290	24	Cyclomaltodextrin glucanotransferase
EC:2.4.1.20	232	301	240	25	122	70	31	Cellobiose phosphorylase
EC:2.4.1.208	59	40	383	422	7	0	35	"Diglucosyl diacylglycerol synthase (1,2-linking)"
EC:2.4.1.21	46928	24137	24706	31979	38436	22789	20031	Starch synthase
EC:2.4.1.211	498	479	9	23	63	19	91	"1,3-beta-galactosyl-N-acetylhexosamine phosphorylase"
EC:2.4.1.212	433	317	608	150	151	207	179	Hyaluronan synthase
EC:2.4.1.213	55	804	640	265	1737	33	73	Glucosylglycerol-phosphate synthase
EC:2.4.1.217	6	0	3	0	0	0	12	Mannosyl-3-phosphoglycerate synthase
EC:2.4.1.227	53536	23654	28808	39102	46996	29960	24267	acetylglucosaminyltransferase
EC:2.4.1.230	8	26	41	0	8	4	0	Kojibiose phosphorylase
EC:2.4.1.241	0	0	0	0	35	0	34	Digalactosyldiacylglycerol synthase
EC:2.4.1.245	137	240	149	126	211	142	322	"Alpha,alpha-trehalose synthase"
EC:2.4.1.246	57	78	233	147	190	488	38	Mannosylfructose-phosphate synthase
EC:2.4.1.247	2	38	16	19	33	6	22	Beta-D-galactosyl-(1->4)-L-rhamnose phosphorylase
EC:2.4.1.25	36770	12423	11562	14662	12849	10593	6356	4-alpha-glucanotransferase
EC:2.4.1.250	831	3840	1028	1529	1917	2134	4352	D-inositol-3-phosphate glycosyltransferase
EC:2.4.1.251	258	167	300	271	200	184	11	"diphospho-ditrans,octacis-undecaprenol 4-beta-mannosyltransferase"
EC:2.4.1.252	638	254	564	694	238	638	56	GDP-mannose:cellobiosyl-diphosphopolyprenol alpha-mannosyltransferase
EC:2.4.1.264	306	189	447	392	192	507	16	2-beta-glucuronyltransferase
EC:2.4.1.266	410	2082	889	839	2696	1105	695	Glucosyl-3-phosphoglycerate synthase
EC:2.4.1.276	1102	152	259	558	72	783	160	Zeaxanthin glucosyltransferase
EC:2.4.1.280	164	276	18	17	24	18	49	"N,N'-diacetylchitobiose phosphorylase"
EC:2.4.1.281	2254	3713	3203	2679	352	1573	74	4-O-beta-D-mannosyl-D-glucose phosphorylase
EC:2.4.1.287	95	2426	370	282	133	1029	221	galactofuranosyltransferase
EC:2.4.1.288	112	2548	401	344	253	1118	290	"decaprenol beta-1,5/1,6-galactofuranosyltransferase"
EC:2.4.1.289	230	823	290	413	309	766	180	N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase
EC:2.4.1.290	0	0	0	0	0	0	3	acetylgalactosaminyltransferase
EC:2.4.1.291	158	8	32	17	0	19	98	4-alpha-N-acetylgalactosaminyltransferase
EC:2.4.1.292	0	0	0	0	0	0	3	"1,4-N-acetyl-D-galactosaminyltransferase"
EC:2.4.1.293	0	0	0	0	0	0	3	"GalNAc(5)-diNAcBac-PP-undecaprenol beta-1,3-glucosyltransferase"
EC:2.4.1.310	193	196	291	904	49	486	96	Vancomycin aglycone glucosyltransferase
EC:2.4.1.315	1543	1176	956	3578	1759	770	874	"Diglucosyl diacylglycerol synthase (1,6-linking)"
EC:2.4.1.319	647	550	82	48	120	45	88	"Beta-1,4-mannooligosaccharide phosphorylase"
EC:2.4.1.320	647	550	82	48	120	45	88	"1,4-beta-mannosyl-N-acetylglucosamine phosphorylase"
EC:2.4.1.321	768	512	849	935	569	993	0	Cellobionic acid phosphorylase
EC:2.4.1.325	0	25	357	1333	172	65	91	TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase
EC:2.4.1.4	1089	2632	1009	1364	1589	1363	220	Amylosucrase
EC:2.4.1.44	0	8	56	173	76	14	93	Lipopolysaccharide 3-alpha-galactosyltransferase
EC:2.4.1.46	531	544	454	699	310	379	195	Monogalactosyldiacylglycerol synthase
EC:2.4.1.5	77	71	1582	1724	8	16	27	Dextransucrase
EC:2.4.1.52	1394	1196	1024	1119	1054	766	798	Poly(glycerol-phosphate) alpha-glucosyltransferase
EC:2.4.1.56	0	0	44	165	0	0	0	Lipopolysaccharide N-acetylglucosaminyltransferase
EC:2.4.1.57	558	1235	515	1082	1755	1575	4234	Phosphatidylinositol alpha-mannosyltransferase
EC:2.4.1.58	0	8	217	631	76	7	99	Lipopolysaccharide glucosyltransferase I
EC:2.4.1.60	65	32	49	75	49	107	19	Abequosyltransferase
EC:2.4.1.64	1324	3237	1374	1725	1024	1635	422	"Alpha,alpha-trehalose phosphorylase"
EC:2.4.1.7	67	442	844	1458	1097	105	244	Sucrose phosphorylase
EC:2.4.1.8	1739	1479	2085	1970	1242	1717	550	Maltose phosphorylase
EC:2.4.1.80	765	710	1242	1098	1825	1832	327	Ceramide glucosyltransferase
EC:2.4.1.83	41443	25255	27521	39241	36477	31238	10864	Dolichyl-phosphate beta-D-mannosyltransferase
EC:2.4.1.87	25	9	0	0	0	0	0	N-acetyllactosaminide 3-alpha-galactosyltransferase
EC:2.4.2.1	20296	17831	15618	26381	11755	13181	5859	Purine-nucleoside phosphorylase
EC:2.4.2.10	58180	24764	29811	40727	53223	30681	31331	Orotate phosphoribosyltransferase
EC:2.4.2.12	1613	2476	2826	2080	1309	1705	81	Nicotinamide phosphoribosyltransferase
EC:2.4.2.14	55061	24604	28983	40403	49530	30540	30291	Amidophosphoribosyltransferase
EC:2.4.2.17	52069	22234	27544	36788	48113	29187	29001	ATP phosphoribosyltransferase
EC:2.4.2.18	51750	22395	28177	37339	49332	29638	29405	Anthranilate phosphoribosyltransferase
EC:2.4.2.19	50876	22229	26727	35402	47075	28556	29680	Nicotinate-nucleotide diphosphorylase (carboxylating)
EC:2.4.2.2	3235	3561	2641	5701	2898	1513	1945	Pyrimidine-nucleoside phosphorylase
EC:2.4.2.21	36993	10772	13641	17426	30075	16931	20883	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
EC:2.4.2.22	9086	5120	7590	10954	16856	9074	4409	Xanthine phosphoribosyltransferase
EC:2.4.2.28	6921	6640	8779	12771	23348	10447	19824	S-methyl-5'-thioadenosine phosphorylase
EC:2.4.2.29	53176	21964	28723	38605	43832	29213	27370	tRNA-guanine(34) transglycosylase
EC:2.4.2.3	9046	6009	6085	8376	2109	2844	684	Uridine phosphorylase
EC:2.4.2.30	223	151	168	300	292	209	282	NAD(+) ADP-ribosyltransferase
EC:2.4.2.37	13	14	21	31	416	140	543	NAD(+)--dinitrogen-reductase ADP-D-ribosyltransferase
EC:2.4.2.4	7578	6212	7400	12049	16926	12196	3011	Thymidine phosphorylase
EC:2.4.2.43	2906	281	1030	2737	1133	304	647	Lipid IV(A) 4-amino-4-deoxy-L-arabinosyltransferase
EC:2.4.2.44	1937	763	2628	1260	12327	2477	1505	S-methyl-5'-thioinosine phosphorylase
EC:2.4.2.45	163	440	173	197	268	625	164	Decaprenyl-phosphate phosphoribosyltransferase
EC:2.4.2.46	4	105	33	22	5	509	7	Galactan 5-O-arabinofuranosyltransferase
EC:2.4.2.47	6	69	16	22	5	509	7	Arabinofuranan 3-O-arabinosyltransferase
EC:2.4.2.48	0	0	0	0	4941	24	2682	tRNA-guanine(15) transglycosylase
EC:2.4.2.52	3833	2191	3656	5279	13415	3255	4334	Triphosphoribosyl-dephospho-CoA synthase
EC:2.4.2.53	25555	1270	1988	4493	1493	2274	1064	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
EC:2.4.2.54	0	0	0	0	105	16	916	Beta-ribofuranosylhydroxybenzene 5'-phosphate synthase
EC:2.4.2.57	0	0	0	0	2478	16	1069	AMP phosphorylase
EC:2.4.2.6	62	523	171	173	27	4	246	Nucleoside deoxyribosyltransferase
EC:2.4.2.7	42182	16599	21924	29736	35761	24276	23133	Adenine phosphoribosyltransferase
EC:2.4.2.8	23968	20068	19899	29053	36597	19683	22949	Hypoxanthine phosphoribosyltransferase
EC:2.4.2.9	83977	40140	41729	48904	75139	32007	34194	Uracil phosphoribosyltransferase
EC:2.4.99.12	42825	14477	19953	22595	37716	17060	21541	Lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase
EC:2.4.99.13	42825	14477	19953	22595	37716	17060	21541	(Kdo)-lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase
EC:2.4.99.14	42825	14477	19953	22595	37716	17060	21541	(Kdo)(2)-lipid IV(A) (2-8) 3-deoxy-D-manno-octulosonic acid transferase
EC:2.4.99.15	42825	14477	19953	22595	37716	17060	21541	(Kdo)(3)-lipid IV(A) (2-4) 3-deoxy-D-manno-octulosonic acid transferase
EC:2.4.99.16	3172	4717	2698	4929	3992	5987	1107	Starch synthase (maltosyl-transferring)
EC:2.4.99.17	61006	25020	31948	43817	44797	30963	27209	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
EC:2.4.99.18	122	154	5	0	4958	32	4214	Dolichyl-diphosphooligosaccharide--protein glycotransferase
EC:2.4.99.19	0	0	0	0	7	0	1402	Undecaprenyl-diphosphooligosaccharide--protein glycotransferase
EC:2.5.1.1	55250	24786	29888	40618	50129	33186	27665	Dimethylallyltranstransferase
EC:2.5.1.10	55250	24786	29888	40618	50129	33186	27665	"(2E,6E)-farnesyl diphosphate synthase"
EC:2.5.1.101	1179	105	298	1045	3507	385	97	"N,N'-diacetyllegionaminate synthase"
EC:2.5.1.105	2576	877	804	1673	2911	1018	4320	5'-phosphate synthase
EC:2.5.1.108	0	0	0	0	4939	16	2531	2-(3-amino-3-carboxypropyl)histidine synthase
EC:2.5.1.114	0	0	0	0	1190	16	1069	tRNA(Phe) (4-demethylwyosine(37)-C(7)) aminocarboxypropyltransferase
EC:2.5.1.115	55	807	827	265	1883	36	0	Homogentisate phytyltransferase
EC:2.5.1.116	55	807	827	265	1883	36	0	Homogentisate geranylgeranyltransferase
EC:2.5.1.120	3690	5319	4127	4881	4835	2497	3038	Aminodeoxyfutalosine synthase
EC:2.5.1.15	53375	24814	29083	39753	49325	31816	29058	Dihydropteroate synthase
EC:2.5.1.16	37428	9484	13687	13748	33972	9164	22234	Spermidine synthase
EC:2.5.1.17	62236	29645	38034	49907	76872	42969	39324	"Cob(I)yrinic acid a,c-diamide adenosyltransferase"
EC:2.5.1.18	288526	63255	130984	177712	172892	170002	69988	Glutathione transferase
EC:2.5.1.19	53410	23397	29053	39724	50356	30126	30346	3-phosphoshikimate 1-carboxyvinyltransferase
EC:2.5.1.2	0	40	30	0	0	0	0	Thiamine pyridinylase
EC:2.5.1.21	616	1584	1200	969	4298	237	1019	Squalene synthase
EC:2.5.1.26	1098	2331	1138	1374	1473	1732	435	Alkylglycerone-phosphate synthase
EC:2.5.1.29	17046	17428	13698	17724	28254	11927	8930	Geranylgeranyl diphosphate synthase
EC:2.5.1.3	60767	30789	39041	56931	52897	45334	33396	Thiamine-phosphate diphosphorylase
EC:2.5.1.30	4283	6719	2709	4628	6731	3360	7862	Heptaprenyl diphosphate synthase
EC:2.5.1.31	53970	24442	29567	40878	45341	29807	28985	diphosphate specific)
EC:2.5.1.32	45526	11714	20682	32651	26856	31404	17498	15-cis-phytoene synthase
EC:2.5.1.38	22	15	0	0	0	0	80	Isonocardicin synthase
EC:2.5.1.39	51479	21025	29693	36465	41336	28952	21995	4-hydroxybenzoate polyprenyltransferase
EC:2.5.1.41	0	0	0	0	4939	16	2531	Phosphoglycerol geranylgeranyltransferase
EC:2.5.1.42	4	2	0	7	1873	27	2492	Geranylgeranylglycerol-phosphate geranylgeranyltransferase
EC:2.5.1.44	1236	706	1969	2668	10322	3709	476	Homospermidine synthase
EC:2.5.1.46	13656	8459	10752	15092	13921	8102	5629	Deoxyhypusine synthase
EC:2.5.1.47	96072	39484	51985	66096	90470	58001	52634	Cysteine synthase
EC:2.5.1.48	7468	12298	9305	15333	9839	13184	3058	Cystathionine gamma-synthase
EC:2.5.1.49	47031	19970	22272	26146	36921	21770	25005	O-acetylhomoserine aminocarboxypropyltransferase
EC:2.5.1.54	57283	26149	33689	47782	71515	34112	41109	3-deoxy-7-phosphoheptulonate synthase
EC:2.5.1.55	42168	13679	19148	21675	36508	17335	21348	3-deoxy-8-phosphooctulonate synthase
EC:2.5.1.56	2506	2470	2705	2960	9663	3807	1543	N-acetylneuraminate synthase
EC:2.5.1.57	0	4	0	0	0	0	0	N-acylneuraminate-9-phosphate synthase
EC:2.5.1.6	54187	24158	29286	42989	50909	30657	31349	Methionine adenosyltransferase
EC:2.5.1.60	0	12	6	0	0	2	0	Protein geranylgeranyltransferase type II
EC:2.5.1.61	50662	21739	27334	37617	47263	28791	24209	Hydroxymethylbilane synthase
EC:2.5.1.62	1409	1020	1789	1610	2931	2186	115	Chlorophyll synthase
EC:2.5.1.68	525	3317	721	1165	1131	2034	815	"(2Z,6E)-farnesyl diphosphate synthase"
EC:2.5.1.7	56416	27162	30701	42755	46105	32013	26103	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
EC:2.5.1.72	45759	20992	23205	32465	44895	26184	29208	Quinolinate synthase
EC:2.5.1.73	0	0	0	0	762	24	2892	O-phospho-L-seryl-tRNA:Cys-tRNA synthase
EC:2.5.1.74	15535	12012	9844	13006	12777	6679	7140	"1,4-dihydroxy-2-naphthoate polyprenyltransferase"
EC:2.5.1.75	54858	24398	29446	39693	44501	32053	27834	tRNA dimethylallyltransferase
EC:2.5.1.76	711	224	12	0	72	16	902	Cysteate synthase
EC:2.5.1.77	110	1614	1576	530	7046	112	2488	"7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase"
EC:2.5.1.78	53570	23197	29769	39534	49056	30059	28845	"6,7-dimethyl-8-ribityllumazine synthase"
EC:2.5.1.84	55	807	827	282	1922	36	0	All-trans-nonaprenyl-diphosphate synthase (geranyl-diphosphate specific)
EC:2.5.1.85	55	807	827	282	1922	36	0	specific)
EC:2.5.1.86	0	46	16	22	0	492	7	"Trans,polycis-decaprenyl diphosphate synthase"
EC:2.5.1.89	0	0	0	0	4939	16	2531	diphosphate specific)
EC:2.5.1.9	49991	22253	27443	37595	47576	27443	27984	Riboflavin synthase
EC:2.5.1.90	49654	16213	24903	32655	42640	26765	25618	All-trans-octaprenyl-diphosphate synthase
EC:2.5.1.97	358	484	29	1247	15	17	1455	Pseudaminic acid synthase
EC:2.6.1.1	47116	30114	32661	48480	38310	34018	20286	Aspartate transaminase
EC:2.6.1.102	872	915	860	1900	745	1002	1415	GDP-perosamine synthase
EC:2.6.1.103	138	100	48	6	15	0	0	"(S)-3,5-dihydroxyphenylglycine transaminase"
EC:2.6.1.104	0	0	0	0	0	0	12	3-dehydro-glucose-6-phosphate--glutamate transaminase
EC:2.6.1.105	0	0	0	0	0	0	12	Lysine--8-amino-7-oxononanoate transaminase
EC:2.6.1.106	0	27	6	0	0	13	0	"dTDP-3-amino-3,4,6-trideoxy-alpha-D-glucose transaminase"
EC:2.6.1.109	1393	3095	2607	2017	386	794	114	"8-amino-3,8-dideoxy-alpha-D-manno-octulosonate transaminase"
EC:2.6.1.11	53019	22885	28668	37732	45748	29795	28905	Acetylornithine transaminase
EC:2.6.1.13	9799	7716	7994	9574	5836	5411	6784	Ornithine aminotransferase
EC:2.6.1.16	62562	28537	36040	48992	53738	43213	31949	Glutamine--fructose-6-phosphate transaminase (isomerizing)
EC:2.6.1.17	69573	16219	22616	32697	50567	27018	25198	Succinyldiaminopimelate transaminase
EC:2.6.1.18	31817	4630	8601	10120	22139	10355	4578	Beta-alanine--pyruvate transaminase
EC:2.6.1.19	7342	9705	8448	10942	23580	9724	8842	4-aminobutyrate--2-oxoglutarate transaminase
EC:2.6.1.2	29428	7323	8634	9516	24805	7734	14615	Alanine transaminase
EC:2.6.1.21	31418	7011	9612	12502	17812	10107	14183	D-amino-acid transaminase
EC:2.6.1.22	1259	4173	2150	3103	2598	4213	1414	(S)-3-amino-2-methylpropionate transaminase
EC:2.6.1.30	0	0	0	0	0	47	28	Pyridoxamine--pyruvate transaminase
EC:2.6.1.34	0	0	0	0	0	0	3	UDP-N-acetylbacillosamine transaminase
EC:2.6.1.36	584	626	588	950	210	2001	63	L-lysine 6-transaminase
EC:2.6.1.37	1851	1384	1797	2269	2778	1607	720	2-aminoethylphosphonate--pyruvate transaminase
EC:2.6.1.40	0	0	0	0	30	0	0	(R)-3-amino-2-methylpropionate--pyruvate transaminase
EC:2.6.1.42	72983	38711	46484	59176	67208	47011	37610	Branched-chain-amino-acid transaminase
EC:2.6.1.44	28210	3860	4177	4046	8358	4404	2049	Alanine--glyoxylate transaminase
EC:2.6.1.45	28210	3813	4167	4043	8282	4400	2039	Serine--glyoxylate transaminase
EC:2.6.1.46	0	45	2	61	21	0	0	Diaminobutyrate--pyruvate transaminase
EC:2.6.1.48	1435	510	706	906	10453	485	386	5-aminovalerate transaminase
EC:2.6.1.51	28210	3813	4167	4043	8282	4400	2039	Serine--pyruvate transaminase
EC:2.6.1.52	53271	20949	26983	35762	38088	29747	21161	Phosphoserine transaminase
EC:2.6.1.55	4165	1614	1028	1511	1102	1944	640	Taurine--2-oxoglutarate transaminase
EC:2.6.1.57	35610	6746	14135	19822	37050	14273	12647	Aromatic-amino-acid transaminase
EC:2.6.1.59	4589	827	1094	3431	1360	1846	481	"dTDP-4-amino-4,6-dideoxygalactose transaminase"
EC:2.6.1.62	43655	13699	17185	22932	35476	16213	20571	Adenosylmethionine--8-amino-7-oxononanoate transaminase
EC:2.6.1.64	24	60	45	84	31	46	3	Glutamine--phenylpyruvate transaminase
EC:2.6.1.66	29522	8279	9897	11733	27615	7984	14766	Valine--pyruvate transaminase
EC:2.6.1.7	24	60	45	84	31	46	3	Kynurenine--oxoglutarate transaminase
EC:2.6.1.76	4140	1925	3253	4419	12361	3820	2164	Diaminobutyrate--2-oxoglutarate transaminase
EC:2.6.1.77	399	490	645	607	907	388	39	Taurine--pyruvate aminotransferase
EC:2.6.1.78	12	23	292	303	65	6	0	Aspartate--prephenate aminotransferase
EC:2.6.1.79	12	23	292	303	65	6	0	Glutamate--prephenate aminotransferase
EC:2.6.1.81	740	494	1474	1411	578	633	242	Succinylornithine transaminase
EC:2.6.1.82	136	102	307	764	47	42	397	Putrescine aminotransferase
EC:2.6.1.83	2582	4634	3118	2862	9565	634	6757	LL-diaminopimelate aminotransferase
EC:2.6.1.84	1319	881	1518	2329	2101	1310	564	Arginine--pyruvate transaminase
EC:2.6.1.85	51125	24182	26908	41189	42457	28979	27472	Aminodeoxychorismate synthase
EC:2.6.1.86	105	1172	427	303	411	216	312	2-amino-4-deoxychorismate synthase
EC:2.6.1.87	80	40	390	1701	307	142	174	UDP-4-amino-4-deoxy-L-arabinose aminotransferase
EC:2.6.1.9	89368	34907	41628	54467	81773	49638	50501	Histidinol-phosphate transaminase
EC:2.6.1.92	36	166	0	0	7	0	1187	"UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine transaminase"
EC:2.6.1.96	1085	786	1464	2450	10680	3309	589	4-aminobutyrate--pyruvate transaminase
EC:2.6.1.97	0	0	0	0	1190	16	1069	Archaeosine synthase
EC:2.6.1.98	780	646	421	574	886	406	441	UDP-2-acetamido-2-deoxy-ribo-hexuluronate aminotransferase
EC:2.6.99.2	49223	16515	25012	32434	40263	26540	21546	Pyridoxine 5'-phosphate synthase
EC:2.6.99.3	0	0	10	0	1	0	136	O-ureido-L-serine synthase
EC:2.7.1.1	56	24	5	0	10	13	32	Hexokinase
EC:2.7.1.100	849	577	742	1487	692	774	221	S-methyl-5-thioribose kinase
EC:2.7.1.107	41018	15584	17347	20662	42024	13926	20566	Diacylglycerol kinase (ATP)
EC:2.7.1.11	28211	27314	23682	30494	37609	17589	27160	6-phosphofructokinase
EC:2.7.1.113	780	465	337	1564	268	252	429	Deoxyguanosine kinase
EC:2.7.1.119	828	63	208	197	22	112	90	Hygromycin-B 7''-O-kinase
EC:2.7.1.12	37718	13845	13955	18192	13251	17208	5180	Gluconokinase
EC:2.7.1.13	416	328	364	488	555	135	349	Dehydrogluconokinase
EC:2.7.1.130	41964	13490	18894	21265	36417	16136	21603	Tetraacyldisaccharide 4'-kinase
EC:2.7.1.14	0	4	0	0	0	0	0	Sedoheptulokinase
EC:2.7.1.144	758	620	380	1866	682	751	733	Tagatose-6-phosphate kinase
EC:2.7.1.146	50	17	0	0	11	11	306	ADP-specific phosphofructokinase
EC:2.7.1.147	50	17	0	0	11	11	306	ADP-specific glucokinase
EC:2.7.1.148	53048	22922	26610	38163	43265	29702	27342	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase
EC:2.7.1.15	13381	12251	13413	19878	17455	15963	11196	Ribokinase
EC:2.7.1.156	36209	10500	11817	14889	30835	15369	19622	Adenosylcobinamide kinase
EC:2.7.1.16	8438	6365	4734	5850	1756	4317	752	Ribulokinase
EC:2.7.1.161	0	0	0	0	4971	16	2542	CTP-dependent riboflavin kinase
EC:2.7.1.163	0	0	0	0	0	0	84	Hygromycin B 4-O-kinase
EC:2.7.1.164	0	0	0	0	650	0	0	O-phosphoseryl-tRNA(Sec) kinase
EC:2.7.1.165	25	10	29	19	657	24	1270	Glycerate 2-kinase
EC:2.7.1.166	622	657	2125	1369	1624	2162	633	3-deoxy-D-manno-octulosonic acid kinase
EC:2.7.1.167	6714	6343	7758	11823	20007	5797	6991	D-glycero-beta-D-manno-heptose-7-phosphate kinase
EC:2.7.1.168	2636	4459	3510	3664	1838	1328	863	D-glycero-alpha-D-manno-heptose-7-phosphate kinase
EC:2.7.1.169	0	0	0	0	4939	16	2531	Pantoate kinase
EC:2.7.1.17	19867	15442	14430	20463	15418	18652	5212	Xylulokinase
EC:2.7.1.170	41554	12258	19462	22893	35709	17747	17438	Anhydro-N-acetylmuramic acid kinase
EC:2.7.1.174	5	5	0	0	0	0	0	Diacylglycerol kinase (CTP)
EC:2.7.1.175	205	1552	360	497	290	1182	186	Maltokinase
EC:2.7.1.176	0	29	7	0	0	0	0	UDP-N-acetylglucosamine kinase
EC:2.7.1.177	301	159	275	1801	121	117	266	L-threonine kinase
EC:2.7.1.181	487	278	438	602	384	420	236	"Polymannosyl GlcNAc-diphospho-ditrans,octacis-undecaprenol kinase"
EC:2.7.1.182	172	882	889	311	1923	71	110	Phytol kinase
EC:2.7.1.184	861	1050	1481	2879	739	2763	150	Sulfofructose kinase
EC:2.7.1.19	1274	2708	3650	3392	9186	1963	7727	Phosphoribulokinase
EC:2.7.1.2	56349	37355	39340	48185	58478	36497	29133	Glucokinase
EC:2.7.1.20	27045	4927	6730	6811	15279	5737	15869	Adenosine kinase
EC:2.7.1.21	21712	15830	19319	28075	12176	20799	3748	Thymidine kinase
EC:2.7.1.22	0	42	740	1370	269	93	98	Ribosylnicotinamide kinase
EC:2.7.1.23	53675	24487	29709	39403	54445	30150	30342	NAD(+) kinase
EC:2.7.1.24	53351	23393	28891	39124	44181	30063	27672	Dephospho-CoA kinase
EC:2.7.1.25	16430	12236	17486	23526	51882	21667	10025	Adenylyl-sulfate kinase
EC:2.7.1.26	54139	23868	28839	39148	44245	30065	27760	Riboflavin kinase
EC:2.7.1.27	864	511	987	1384	454	1438	84	Erythritol kinase
EC:2.7.1.29	2208	3052	2023	5124	1431	5052	1225	Glycerone kinase
EC:2.7.1.3	3	1	8	3	331	4	35	Ketohexokinase
EC:2.7.1.30	49802	22058	24667	36624	34797	28898	11700	Glycerol kinase
EC:2.7.1.31	8258	11710	10711	18129	20939	14035	3332	Glycerate 3-kinase
EC:2.7.1.33	54958	25864	29845	40240	44907	32105	28230	Pantothenate kinase
EC:2.7.1.35	6205	7392	8548	12290	6737	7985	3129	Pyridoxal kinase
EC:2.7.1.36	1122	1430	2484	1668	6185	745	3431	Mevalonate kinase
EC:2.7.1.39	50315	21638	27815	36663	55295	28098	26044	Homoserine kinase
EC:2.7.1.4	29903	22917	25295	34479	32462	26880	18549	Fructokinase
EC:2.7.1.40	55825	25685	32014	45443	59131	32691	28831	Pyruvate kinase
EC:2.7.1.43	340	236	219	506	64	880	0	Glucuronokinase
EC:2.7.1.44	0	0	0	0	4	0	0	Galacturonokinase
EC:2.7.1.45	45180	14172	16994	25651	12418	22390	4558	2-dehydro-3-deoxygluconokinase
EC:2.7.1.47	208	258	528	572	736	2010	34	D-ribulokinase
EC:2.7.1.48	15083	9151	7940	15422	7084	7156	3252	Uridine kinase
EC:2.7.1.49	46329	20888	26271	33442	48302	26313	28112	Hydroxymethylpyrimidine kinase
EC:2.7.1.5	1302	3352	1016	1552	546	832	630	Rhamnulokinase
EC:2.7.1.50	4341	3345	3651	5297	3288	4576	3252	Hydroxyethylthiazole kinase
EC:2.7.1.51	168	115	282	728	57	19	175	L-fuculokinase
EC:2.7.1.53	543	346	997	1847	916	936	222	L-xylulokinase
EC:2.7.1.55	0	15	20	4	38	0	80	Allose kinase
EC:2.7.1.56	4201	5969	4922	8534	5359	3679	2382	1-phosphofructokinase
EC:2.7.1.58	12523	4503	8764	13099	7086	13685	1494	2-dehydro-3-deoxygalactonokinase
EC:2.7.1.59	3255	825	3039	4809	1629	3700	349	N-acetylglucosamine kinase
EC:2.7.1.6	12779	13304	10083	14567	6812	8163	3301	Galactokinase
EC:2.7.1.60	155	105	519	1437	224	427	173	N-acylmannosamine kinase
EC:2.7.1.63	3371	4991	2110	3192	2490	3989	887	Polyphosphate--glucose phosphotransferase
EC:2.7.1.64	0	13	0	0	0	0	0	Inositol 3-kinase
EC:2.7.1.66	1577	1290	1207	2504	886	1441	732	Undecaprenol kinase
EC:2.7.1.69	87827	29789	43958	81497	63982	48160	45255	Protein-N(pi)-phosphohistidine--sugar phosphotransferase
EC:2.7.1.71	54581	23999	28796	39819	49152	29908	29905	Shikimate kinase
EC:2.7.1.72	3563	3871	2936	4046	1964	5328	796	Streptomycin 6-kinase
EC:2.7.1.73	42	95	441	1876	390	217	208	Inosine kinase
EC:2.7.1.74	780	465	337	1564	268	252	429	Deoxycytidine kinase
EC:2.7.1.76	816	534	490	1735	293	252	454	Deoxyadenosine kinase
EC:2.7.1.8	5384	1646	2484	4627	2697	5017	654	Glucosamine kinase
EC:2.7.1.83	1372	2242	1318	5143	1177	1440	926	Pseudouridine kinase
EC:2.7.1.87	43	24	61	85	120	219	48	Streptomycin 3''-kinase
EC:2.7.1.89	20	25	390	1842	245	184	91	Thiamine kinase
EC:2.7.1.90	1601	1379	1834	2861	1236	3225	382	Diphosphate--fructose-6-phosphate 1-phosphotransferase
EC:2.7.1.92	4327	3631	3404	6775	3063	7474	851	5-dehydro-2-deoxygluconokinase
EC:2.7.1.95	2682	709	1219	1470	960	1682	395	Kanamycin kinase
EC:2.7.10.1	37	477	269	112	771	747	78	Receptor protein-tyrosine kinase
EC:2.7.10.2	46	117	124	142	73	181	31	Non-specific protein-tyrosine kinase
EC:2.7.11.1	142038	89995	85028	89588	156839	67847	72431	Non-specific serine/threonine protein kinase
EC:2.7.11.5	27546	2838	5719	6262	21197	2666	11368	[Isocitrate dehydrogenase (NADP(+))] kinase
EC:2.7.13.1	834	966	1005	1108	2211	732	1086	Protein-histidine pros-kinase
EC:2.7.13.3	460989	168531	221543	304080	405629	250966	227989	Histidine kinase
EC:2.7.14.1	1236	1243	736	725	1690	440	875	Protein arginine kinase
EC:2.7.2.1	39359	14908	14410	19888	34715	14051	20344	Acetate kinase
EC:2.7.2.11	49287	21167	26450	34738	42258	28623	26741	Glutamate 5-kinase
EC:2.7.2.15	0	15	443	1320	75	41	92	Propionate kinase
