	Phylum	Class
e944bde05a8d6948c5a272df89f5819b	p__GN04	c__5bav_B12
32a9cab2701657e1d87867287ce06cdd	p__Bacteroidetes	c__Bacteroidia
d4086bb967a57171dfb72095313010c6	p__	c__
9d0d56ad1b28341a44076f960dd20a53	p__Chloroflexi	c__S085
aae95067b076dd95c671e23c50aa8ce9	p__Cyanobacteria	c__ML635J_21
a4e8584a83a2c18cc457b7f74880348e	p__Bacteroidetes	c__Bacteroidia
f4eff7d26d224dda62aeee945c6a1958	p__Proteobacteria	c__Alphaproteobacteria
5fc8f641482d4137220ab4a364034de8		
9681b6f9e9b1aef3d022a646afe2f2ec	p__Proteobacteria	c__Alphaproteobacteria
91346020ee098ca06c351040a3683acb	p__Proteobacteria	c__Deltaproteobacteria
19d0ec062aa592f80f6123804914d8cd	p__Firmicutes	c__Bacilli
da2f5892d222f66957601b9ac45ecfd8		
f102e61a908b99411cd3a36a85e3a434		
642312c7d23ab967b8e7c648dca61c7d	p__Chlorobi	c__Ignavibacteria
988242b442d4e72f857fa64bbf24f6a9	p__Proteobacteria	c__Alphaproteobacteria
d9f418333f4075387546b110852a8438	p__Nitrospirae	c__Nitrospira
89101a8c7f59c18fd3574e1baf92c0d8	p__Proteobacteria	c__Alphaproteobacteria
0655599c3a2216b9e8f4ba57401f278d	p__Proteobacteria	c__Alphaproteobacteria
3b0974a176704452ef39af0d85a0931c		
ebc8d9906af16ac6c66ad07ac9daf477	p__Proteobacteria	c__Gammaproteobacteria
45800bf52ea235c310b50db08f97f396	p__Proteobacteria	c__Alphaproteobacteria
4121015509f989a5b6158052df8e3b73	p__Proteobacteria	c__Alphaproteobacteria
5ce990af35491fd32ad9c478704a255b	p__Bacteroidetes	c__Cytophagia
93f25c3d52affbed79391b54542f8123		
320f2237453d3be51b0ef3557b041ffb		
f3b7699058ee25bd124588d57f7482e4		
03148101f7c9caf7eb67af4167a346fe		
442e635820d1a094241fdb600dd507a7	p__Bacteroidetes	c__Flavobacteriia
499533b07bd30bb8e3e13a5c9b207bc9	p__Proteobacteria	c__Alphaproteobacteria
12791802efb03afbfc8dd34768f9aed8	p__Bacteroidetes	c__Cytophagia
4b3ef9b3e3a5e8f3f855cd9ec9609081	p__Proteobacteria	c__Gammaproteobacteria
193d230e93ba95354dec00a157bdfa3b		
57adb8151b5ded3cc488c9d291d816ff	p__Proteobacteria	c__Alphaproteobacteria
c5f668b221f19a9b497a42067d8acab1		
14256db0b5fa90d3e1550b552cd85952	p__Proteobacteria	c__Deltaproteobacteria
d3fe7b775358ccc2fce8a482bbbcc007	p__Proteobacteria	c__Alphaproteobacteria
c1cf946f167333b3f1535ee8e66a04ba	p__Bacteroidetes	c__Saprospirae
77c1a443f17eae58edc7fe1207b74138	p__Bacteroidetes	c__Sphingobacteriia
d78ce2b57468b59bfd586d72215736a1		
b0d4f09bb3ab769dfc31b38555f6d58e	p__Proteobacteria	c__Deltaproteobacteria
75423d0061fb19c3ba524cdf3d383d89		
08587bd3a318ead257e34d397bdd7b66	p__Proteobacteria	c__Alphaproteobacteria
c843c9e8c52c72e0075d0b3a08dd9394	p__Proteobacteria	c__Alphaproteobacteria
751a69cab8fcb802552601c6fc2353d2		
d0220c2b252f2101f68fca1cd5b57c44	p__Euryarchaeota	c__Methanomicrobia
59766bd6c4faf5dcfeb4d41939b4580a		
d58cabb560c065757648f2680b82ffe5	p__Chloroflexi	c__Anaerolineae
b666a2c22c4d83d9485b4f7005c48f73	p__TM7	c__TM7_1
f387ab970e3d479e6091400ff85f0dd6	p__Proteobacteria	c__Betaproteobacteria
6fd1cb8ee4d5582ee97e96a2cf7b7a9f	p__Planctomycetes	c__OM190
c15c21649898ff1e15cf2bdec981afb4	p__Proteobacteria	c__Deltaproteobacteria
2bb40fe1b6347e9c91e76ff2704f7e90		
cb1ca8bf10a584f735dcc202ea8326a8		
1c85dddcddc5d68e500502a51b602627		
e9c74990b45781a56380d7764e629888		
30074aa2f4e6f18834ad4356a17a2268		
34c3595be1afb2e89f575c0c60c1f041		
1517fb355ea6eee2238f783c58754c07		
a070c245555d6ce44d9e0a73d9a19ccb		
17eb8112a24bba6ca5c41ed4cf072644		
9d67502888e0d47b15b7cf5edae6db8b	p__Chloroflexi	c__Chloroflexi
6201805e784077a659420aae62a6b7b9		
16e09fe4d50a659bd18a5a0ffe3a1bf6		
eade351573274d81d20385dd655c0a50	p__Verrucomicrobia	c__Pedosphaerae
0f82352129a35cfd1fd8f330ab46af35	p__Proteobacteria	c__Epsilonproteobacteria
c1a5926bf59ad55f6949b626fb56c2be		
0a5b23c5316a1e282473b8c174a5d68b		
2a9542352214510fe3e9d789a5cadd6e		
4098dcfda8bd5b928bcdcf6fb38ad8ac		
5dfc2dd5227ce4a4012c81a6f5ea8109		
5ed6ca61da543548a67a33aceb5832f8		
469d289bc2ccb1fb2d179995023fdb55		
bcee3e3f724555eb3a81428ef8327637		
0013bdfeb40a19cdd0c9c9a5b2e67902	p__	c__
560cde8054f29e37e7b00f6debaf9b37		
da50e6c8bf87d1429b4aace575638c47	p__Elusimicrobia	c__Elusimicrobia
7d08481f8297d5e4e296b880400df410	p__Firmicutes	c__Bacilli
3078de5f02941627f7ed03d85fe65ec1	p__Nitrospirae	c__Nitrospira
300ff06edacd2a6fd91b40ce427a2c59	p__Proteobacteria	c__Alphaproteobacteria
3fe3e41d7f54d2c438dda6f7daeef7a2		
c69ecd8104d6f59a1b522d95eb28018a	p__Acidobacteria	c__Acidobacteria_6
87b003b3be0f30ec7a5f5287fc7f6c9e	p__Proteobacteria	c__Betaproteobacteria
45c64582df6b1373b6f32feb5dd0c00d	p__Proteobacteria	c__Gammaproteobacteria
617c8849c92d413488660f140a294f80	p__Proteobacteria	c__Betaproteobacteria
fb070cf2598d83af97e31ab0da88dab1		
0ddf2029fb224288a288d4b4a353399e	p__Firmicutes	c__Clostridia
9fa9f6be957fa37bf9fed3b3b3324b6b		
25036e67cda8acdad2f58c9234c74b43	p__Proteobacteria	c__Deltaproteobacteria
b50d9f6ed30bfbb28ea713ef67e6e751	p__ZB3	c__BS119
a3911fd8c6f444bb78d8eb0206678d02	p__Proteobacteria	c__Epsilonproteobacteria
0768957495a7eac8050da12f61fd1ab0	p__Proteobacteria	c__Gammaproteobacteria
b91ebe9bdb5e7667b94c8a0ec2882e7f		
746991e79089e5fe3994045baec52620		
34ed0b8ccebfe1b9c03900c547546a62		
5170c332cca92f6ab9a9e3c7482a6184	p__Firmicutes	c__Bacilli
22c8a7e2852fbc83c39db1a0b0a4573e	p__Proteobacteria	c__Deltaproteobacteria
14ee3db55f754936971732fdf7330102		
f1e51f80a79cf58a2bc5a3abc28a92ee	p__Bacteroidetes	c__Bacteroidia
469d826f40f3c9f5c7f48a374e806190	p__Parvarchaeota	c__Parvarchaea
70d29e5c5991be56e1ad28ef23811c19		
c3a8b19e0aae3046fe2423dd5b279e1d	p__Proteobacteria	c__Betaproteobacteria
8f6f5a35b474a6ea001504c7994ba819	p__Proteobacteria	c__Gammaproteobacteria
0da9106082d2f9f9ba1da3a18e03f6c1	p__Proteobacteria	c__Deltaproteobacteria
4a5f534c0d39c29ef301bd260f82050a		
6602453f4eb81ff0abbc7b0e30ff9ff6	p__Proteobacteria	c__Betaproteobacteria
7a1f9d2ad7c1d8af068bf3a1dd61a0a6	p__Proteobacteria	c__Deltaproteobacteria
ecebaeb99719f9e00eba862bf2b59d5a		
a9c40da43172069e4d243ce16c7814cb	p__Proteobacteria	c__Alphaproteobacteria
1d97c3a097fde743f173dc469c36a4e0	p__Proteobacteria	c__Betaproteobacteria
6e78bf33b1304c98dbbbae7ca84d56e5		
5829f4f39863b77ef6f9d18f51fc7a53	p__Proteobacteria	c__Alphaproteobacteria
d75c054e2e91a6c6d6d0dc71aa77d90b	p__Proteobacteria	c__Betaproteobacteria
5c9f0726a1e0c6555d82dfcc65d95fe5	p__Proteobacteria	c__Deltaproteobacteria
3cfd59cd1ccc5a0ef0ad6b7dad9211c2	p__Proteobacteria	
8711474aeb5f48a06cb888ba5d282640	p__Proteobacteria	c__Betaproteobacteria
7cb639d3c2e3075e4eb4cfca0564c6cf	p__Proteobacteria	c__Deltaproteobacteria
c20cc66c7808139d01907d85af83fae2	p__Crenarchaeota	c__MBGA
e2ea49178e3c4f72e98c4b2550f0527b		
15a8e5a3f00d26518b0e885f1daa0f76	p__Proteobacteria	c__Betaproteobacteria
dc0d519ce5d652f368994bbc8f8538e1	p__Proteobacteria	c__Gammaproteobacteria
36b57040d3d8f74bf1458eadfca5fbca	p__Chloroflexi	c__Dehalococcoidetes
0aa159b64561f10882bdc0cfe06275f0	p__OD1	c__ZB2
91141cbe312b62b8382ca02c8fde33de		
9740f367eb94bf5c80bee7989f3f03b5	p__Proteobacteria	c__Betaproteobacteria
0fdd5a877c21521047578de180e81e40	p__Bacteroidetes	c__Sphingobacteriia
65f2feeaa0ebae902d581491913c2644		
259f67fb325c8f5d50fe819b7f0c6379	p__OP3	c__BD4_9
8f8ef43c9fe3bef1c97ad708276b7776	p__Proteobacteria	c__Betaproteobacteria
d629fd9b40d56ca54ca5f3d001598f41	p__Proteobacteria	c__Alphaproteobacteria
0f50346a8e434fa8026a4be705bfeea8	p__Spirochaetes	c__Spirochaetes
49ea44c2e7d9ab732c7f7e963380387e	p__Cyanobacteria	c__ML635J_21
a79adcdf400e64a602cac68b09fafd8d		
6f55d482f1d1fec789d5bf7e2fb48813		
de059549f32d7ca18fcde0b09ce85451		
640212d9de9047cc0ffec03b8284730b		
87b3f8d4909656cd053d2fcb33bf0038	p__Proteobacteria	c__Gammaproteobacteria
af6530d974b9b8cccec960e7bb0aa5d7		
364e9eb2f8e06e3c67d16f84984b6942	p__Proteobacteria	c__Alphaproteobacteria
0aedc99d28376cf9a6f3d250853e5e04	p__Bacteroidetes	c__Cytophagia
6b6b50be4f677c8f4c66ec885cd04705		
e6b95279aba285b9dec1ea555977553f	p__Proteobacteria	c__Betaproteobacteria
b88429b5735408efd8f56336eb5b5d57	p__Proteobacteria	c__Alphaproteobacteria
c5b14f750e2812ce1d8c90e0bd52c134	p__Proteobacteria	c__Alphaproteobacteria
7788c13094c3bbe382e0b179c8127ea8	p__Verrucomicrobia	c__Opitutae
69379eebdd289a6086b2aa1480aeec50	p__Bacteroidetes	c__Cytophagia
7b872e12656a60fe495b81d5c8f6120e	p__Firmicutes	c__Bacilli
b2c53f1d7371fa19b579fb66eaf605d0	p__Firmicutes	c__Bacilli
844acaa98d10a3330d87331f869ac01f	p__Proteobacteria	c__Deltaproteobacteria
c28ae8ee4980a774cf88f7251b37069f	p__Bacteroidetes	c__Cytophagia
e634cc3dea1b53bbe50435aa4096639a	p__Bacteroidetes	c__Bacteroidia
a6ad12fb912ef8a0cd96cf92a993637b		
b1d33c9bc1d234d198e722b16b3459ca	p__Gemmatimonadetes	c__Gemmatimonadetes
9cecfa26f951a7456567738803e46cb1	p__Proteobacteria	c__Deltaproteobacteria
9862c73a5d48b0c6216db92b1d110d22	p__Bacteroidetes	c__Flavobacteriia
313bf615cc3c37e938bc111a07ee2c95		
3aa0b1d7810774f84e82efb9a59ca47f	p__Proteobacteria	c__Betaproteobacteria
a4b94f32bde7d6dcc6ff2d9ec34a2580	p__Proteobacteria	c__Betaproteobacteria
e0fe242d2c474bc0eac901845a2e447c	p__Proteobacteria	c__Gammaproteobacteria
7739bc6dbee86c2e6bf26b19ad31bc37	p__Bacteroidetes	c__Sphingobacteriia
b68de78a5379d750aba3778592fc3cee		
7c4ef65a0db02345c4c31e915ce9038b	p__Firmicutes	c__Clostridia
ccc38dd5598dac19a0234ce5c7f2800f	p__Chloroflexi	c__Anaerolineae
81dc0dd0c61d910d287bdce46e9ded7f	p__Bacteroidetes	
9cdb02cc8f41f66b277e8540f0de5fb7	p__Proteobacteria	c__Alphaproteobacteria
f79aa0441381382d265409df7e003dc5		
ddf36c439269610018334bddefdddbdb	p__Proteobacteria	c__Alphaproteobacteria
eabac06abec1b68d95377e5b9f9d651e	p__WS3	c__PRR_12
877f05332a2d5b9ce2b58d6e0ce6e073		
942fa24e4b55a1de1b02b2c1005b78e7		
89916d4872d9d38d128dcce3df4adb83	p__Proteobacteria	c__Alphaproteobacteria
610c45be6845cfafe54a20b95476ba34	p__Bacteroidetes	c__Saprospirae
bccc7ce51512932c0ef4cf9a5ea11232	p__Bacteroidetes	c__Saprospirae
122e3d824cc50978abe2f851bddc0d70		
52099a75f3d70e18052cc5bc888d631f	p__Bacteroidetes	c__Sphingobacteriia
bba2d56c2198f06d68da328f6a5bf08e		
01b6d780e975fa37a61c0163facf3a9a		
4e2a6536fb21a3c0f79852271683f10d	p__Proteobacteria	c__Betaproteobacteria
59c95893dc12b8d1989a165c73dbc138	p__Proteobacteria	c__Alphaproteobacteria
5e7b97e6bd4a54d0f3fad83701893b74	p__Actinobacteria	c__Rubrobacteria
b9fabd67f0de39b11c76deb6b7cc41d6	p__Bacteroidetes	c__Cytophagia
cadd7fef303ecab76d0e46c05e69285b	p__Proteobacteria	c__Betaproteobacteria
0ed05f0f3002b04d13220260fe20f0fe	p__Proteobacteria	c__Gammaproteobacteria
7b0a0587696fc26eba70df8b1aa4e4a7		
f955e70e4d7d24c5ce730eaf3dd84e76	p__Proteobacteria	
29e7d472da669d031ef21a4cfeecae97	p__Gemmatimonadetes	c__Gemm_3
6a6e634b81656f1e9a4ea707c2464f86	p__OD1	c__
d69679901f481c6af106f8b594a3a11f	p__Bacteroidetes	c__Sphingobacteriia
a1dca48d9a22adb81ae2b7de456c5928		
43659d166653f2fb52f89e856218be4a		
5f6f5a8fed3d717c45d067ada2ee32f1	p__Actinobacteria	c__Thermoleophilia
ea633bebd811ff84e8d524788cfcb4a2	p__Acidobacteria	c__Acidobacteria_6
457a12beea0b0f5c2d181db65c381ff3	p__Actinobacteria	c__Actinobacteria
548b8ffbf57189cd97cae7a3b8afa3f6	p__Verrucomicrobia	c__Spartobacteria
f6598be1d9899d68a8694d4a868640d0		
d9c30160d223f77d9b1dd17db6b7e940		
ef7778363eea04f7bfad75731d425fcb	p__Proteobacteria	c__Betaproteobacteria
5a5cdc9a191e9bea7bb9368e13cd813b	p__Actinobacteria	c__Actinobacteria
19ac3ed6ac81272f52f0df2128f32a2c	p__Proteobacteria	c__Gammaproteobacteria
7460fbab3e67814484e8928ccbc4f162	p__Firmicutes	c__Bacilli
f33a267483b39faf2167ad5e54e43ca6		
8927ecbb27dd38a8a77247354a2a27e5	p__Proteobacteria	c__Betaproteobacteria
1ae9e48d27efba3cde885f3632780e2f	p__	c__
80538d32e1737c93f1a9d13f80aed6e9		
76ef02c7b439456a1f9657aa0ffdd63c	p__Acidobacteria	c__Chloracidobacteria
393defcc37b35808eef62dcb75f9a5d4	p__Cyanobacteria	c__ML635J_21
36a93e9516221144dab2d3ffe06cf549	p__Proteobacteria	c__Betaproteobacteria
146d1b325649e8d8127a99508375713b	p__Planctomycetes	c__Planctomycetia
beaa5d3975fb1550e974eab099037c3c	p__Firmicutes	c__Clostridia
8d35355655c3ddf971a1f19866d00576	p__Actinobacteria	c__Actinobacteria
9de7fb6835f4dcb3bc08e029881588ed	p__Acidobacteria	c__Acidobacteria_6
cf366da4c1ba0b69ea5d656deb4eb6da	p__	c__
09edf8db7a90298bfed948d1faaf62c0	p__Cyanobacteria	c__ML635J_21
ce66c1c306b7bbd7994d0d9fbd3db70f	p__Proteobacteria	c__Alphaproteobacteria
880bf1b706791b51bd82c2dc0ab2c5fd	p__	c__
767f14f03d3b5137bfc8e621d40adf75	p__Gemmatimonadetes	c__Gemm_3
465f1de65df81121db1403a3dde3b183	p__Proteobacteria	c__Betaproteobacteria
928b7651c73470417caaf009b657c954		
c8316a85f461ba7876ff43354c2eee9b	p__Gemmatimonadetes	c__Gemm_5
70eae7e4b785b4305893249f43f46e32	p__Bacteroidetes	c__Saprospirae
cbf685766b13bf7d85b0531ef6b726b5	p__Proteobacteria	
e455f2edb03997ad0f2e97258bfd36c8	p__Bacteroidetes	c__Saprospirae
d086c2e7f5bb5428fc872a56bf9fd7fb		
42cd8036540a512b1c984aa7f5767e80	p__Bacteroidetes	c__Saprospirae
b04b475d1c4597021b005cae315a5cc7	p__Acidobacteria	c__Acidobacteria_6
6af0f88e6d05c76cb1daa252117d74fe	p__Firmicutes	c__Bacilli
400fe501eb8847ae078d1dca0207e6c2	p__Proteobacteria	c__Deltaproteobacteria
a5d840a1713667cc3893651956306423		
b84f8933ed666a7e9ebf907a2ad69dfe	p__	c__
806164dc179ed7261fc0988c7ad36126	p__Actinobacteria	c__Actinobacteria
4c8e4909eabd2b19b7bdf2fba2a2de79	p__Proteobacteria	c__Alphaproteobacteria
6d24e781991517789a5ec1a1aef4a9ed		
5fe78606bb26feb49e3265af471765c9	p__Actinobacteria	c__Actinobacteria
58bad4f32f5a5d57a4d9c09ff85176fe	p__Proteobacteria	c__Alphaproteobacteria
7c3e835d273b6659fadf8955adfe5577	p__	c__
a930e748b83f28b759b90018da935a76		
9742de23703737ab2ceb6fa5f2e3e621		
ce021cef9b2ccad07e07fa01cfb25a2b	p__Bacteroidetes	
568d3dc5e66b8ee9e77da1cfbe01d92d	p__Proteobacteria	c__Betaproteobacteria
be59cbb6c6dd88f4ba7733d5153c9852	p__Proteobacteria	c__Betaproteobacteria
adabdb32c24891903e150e9776bc1c9a		
8f53fa78119e0930d2ffaf87af63b5f1		
8381c05569933bd98dce1d88fabd84ca	p__Proteobacteria	c__Alphaproteobacteria
b2903fe48363d9058d98a9a82439fd39		
255c5a48ea6b27b6ab9b08887ea6faf4		
3d45e6c220bd7019fadbf3e2077b0653	p__Proteobacteria	c__Alphaproteobacteria
4e238f71faa3acea7294d1d0b1eebbbd	p__Armatimonadetes	c__Fimbriimonadia
5157dfccfccbcc854e16977c07befe06	p__Proteobacteria	c__Alphaproteobacteria
885669e70320b38d0ff2ac2ca9e34802	p__Verrucomicrobia	c__Verrucomicrobiae
b6d491808997785225b213826e8db358		
a2e1f17fb5f618a023364285144e8a40		
2edcb62bc71ad3255f0026c3b3a0c533	p__TM7	c__TM7_3
359d1cd058a047d13443afcc17d27165	p__Gemmatimonadetes	c__Gemm_3
69591effe56beb41fe0d522bdd5246cd	p__	c__
b6f1b7d0dfee88d2340f9dc4df0b9dcd	p__Planctomycetes	c__Phycisphaerae
09a5ab9882093c9010dc5b0c5067180f	p__Bacteroidetes	c__Saprospirae
c6b472c3b7b8757012ffa036aeb9d489	p__Proteobacteria	c__Betaproteobacteria
eb979846d3cbfd617167ccd10c07b36e	p__Firmicutes	c__Clostridia
dab031203a74cdd596802fbd2007d4b9		
73eb2b83ca595baff4a2ebc38a597b72	p__Cyanobacteria	c__Synechococcophycideae
5f2a4bba40947cf3bcaaa8d069010a8e		
6d365eb2e25fb42f0e6d723c2fcad0c0	p__Firmicutes	c__Clostridia
7fd65015c1a4a2174477378e031d1f2f		
c2a67ce8d7781724a49b48894dea3ae2	p__Actinobacteria	c__Actinobacteria
d12044062bc68fded390f7792324ffa9	p__Proteobacteria	c__Gammaproteobacteria
d730b40ab022b44e090a15929ed10a72	p__Firmicutes	c__Clostridia
8f228a3981939e76a6918a5bea45899d		
dac086c490f28c1326b5ae5be78f2b92		
0d1bee1b458b4af17e42797148b48019	p__Bacteroidetes	c__Bacteroidia
f2736b439d8f8cac5248ddd5119693df	p__Proteobacteria	c__Alphaproteobacteria
e56ec07865b878df753e63774e6a4bf3	p__Gemmatimonadetes	c__Gemmatimonadetes
dc6033ebedc2226d883f357d2066c2d7	p__Bacteroidetes	c__Cytophagia
c279108f6614b7032dce57647e10ed64	p__Bacteroidetes	c__Flavobacteriia
1f52059480997e65acdef813bac92414	p__Proteobacteria	c__Betaproteobacteria
016bfa7553b01b1717e16ab5b46c831b	p__Proteobacteria	c__Deltaproteobacteria
7600aad8a16901bda9aba251ad2b5b27		
a6ccb1e442e05a2f433341a59ec2d913		
2df46a45618221423b0b4564f8b23d2f	p__Proteobacteria	c__Betaproteobacteria
aa35646abf79b164e841d8864026a113		
d49170a0df8fb41e251f39491e582430		
09a210e896595be05f1219743629cfce	p__Gemmatimonadetes	c__Gemm_3
ff737e7e7ce89be97622ac8b18bee6eb		
f8969a2f70718bd6176bbbc042ea2a98	p__Firmicutes	c__Clostridia
91d7d8f6035889a3fc75bfa6452bcf93	p__Actinobacteria	c__Actinobacteria
ba5801ecf90fab2bb8dff097647fe5e0	p__	c__
6c6caa0989ca901eb75ec0d3e26dd7d8		
4a4b6ae63fbe9d4381051c1a4a95899c		
5a1b7f28e0ed6e9f4c98a4c3086950a2	p__Chloroflexi	c__Anaerolineae
36b90001df7cc10f0127549f5e0c7a42	p__Bacteroidetes	c__Sphingobacteriia
6ae73a28739a7681e3612ac256180cba		
5dbd0022d10d38fab536077ffb78c277	p__Acidobacteria	c__Acidobacteria_6
95b57b49a551249a966c56d236d55da3		
2415a7a879de25dc7782765131e63594		
bdc3ad719a558fc0b5dac768fad8210d	p__Proteobacteria	c__Gammaproteobacteria
af8ced32b1c0b884fff8b10a1540455b		
393d7e8d5f93b9e8cd40e730231fadb4		
e09752f466025297a8b8ae88d35be6bb		
5f2d5e46076bb5bab4418a11a17f9bc0		
d18ab8c5d0989d40ede8e3f7af0756d3	p__Acidobacteria	c__Acidobacteria_6
0679ade86a4ecef5404f4d43c286e1ad		
1884695acee9449a168702addb85250b		
95a00d2948a23e7ffe8daad4fada759b		
82e0f1b23df515a9a055dafa2ebadbb2		
60ec8addece5b2142ca85907054dab45		
173591ab7dc38e772dd9ef71b068a6f2	p__Chloroflexi	c__Anaerolineae
8a7dcbb024732d497806432c7cfa9805	p__Bacteroidetes	c__Flavobacteriia
4cbbb12545df9306022b7e408a99839b	p__Proteobacteria	c__Deltaproteobacteria
eb164184e97a0f21af495aa8eefb546e		
470499ffdf4e0554cc632ad8be5c3c14	p__Firmicutes	c__Clostridia
90486cb47b6c2a5ae1d0ab0c4cd4a706		
e950b0a77524838ded880f37f1c7eb00		
c2eb4f20e71edf6f9f22cdee8b7b73ef		
eb7ec6776e17aa31a648a8dd852ed716		
ce63d32ba938e8dde3a0d05744ba3e65		
3772cd59b4bd76660f50aa5a3ed9dc02	p__Bacteroidetes	c__Saprospirae
89ee342496b8536c2d98d109d9349e6d		
5a17113defe8182305f52528aa795dcc		
9a939fffd1a0991113f5e3e0fc4dd0cd		
21dab7af992db232bfcc35439284b3d6		
b1aa764f71d0ac7cd46269a1fc47dc6a		
8d7d92535c361c731b02c00e25c71f7e	p__Bacteroidetes	c__Saprospirae
d1c649911e79f1d43ed1356e7d44b7df		
d86aaa7750049282f625bfaabb4974ef	p__Chloroflexi	c__TK10
0f499eb07883c80e2491c0e4b299782e		
fd666f4497710ac3894f44da51b58bf7		
e9ac642009cb4c3013e831d9a8fcee1e		
7b6b89b88efec1be0e226fc6978c433a	p__Bacteroidetes	
767f1bcf2ed02eaeddd2568505c3599a	p__Planctomycetes	c__Planctomycetia
2df7cce1c8235071688edd8d2027d8d9	p__Bacteroidetes	c__Saprospirae
ed8e7da4dc9ccc5266ab980e65a3b3e6		
2f43c66bb6484bc454c527282da03045	p__Proteobacteria	c__Alphaproteobacteria
512d773001d32e5ca263510a294224be	p__Bacteroidetes	c__Cytophagia
00224e6b6a4f6bca5720466d606a2836	p__Proteobacteria	c__Gammaproteobacteria
262f89852b4f5d1184f682472b27b587		
eeea68e13e31ddefe6d766f027148275		
f438500048b460cd5cb4fa01696c5698	p__Proteobacteria	c__Gammaproteobacteria
4b10152c612e3c5c76adbdd37b997575	p__Proteobacteria	c__Alphaproteobacteria
eca49f3343e52f3bb82b146a3ce755cf	p__Proteobacteria	c__Betaproteobacteria
7d7f6475d71cdef5345b06a95287f46e	p__Proteobacteria	c__Alphaproteobacteria
e5018645a8965b45955de7ac275eefd3	p__Bacteroidetes	c__Cytophagia
73f88253c448e85607cfd43d993e060e		
edba54ad541b6f91d3d1c69444833afb	p__Proteobacteria	c__Alphaproteobacteria
5228ba5fd055af3b79e6b03a5adfa9c1		
703d5e459087a14ccc8f1371f6fd33a4	p__Cyanobacteria	c__Synechococcophycideae
13aea5db9c8901d2f80be9a428b29560	p__Proteobacteria	c__Gammaproteobacteria
114d1a923a73a9faa54020bd844c8dd5	p__Proteobacteria	c__Gammaproteobacteria
cd5aed3a46deb9eba0e77b7e197ab165	p__Proteobacteria	c__Gammaproteobacteria
5953111d954fd699ad87ecf25c0adf2e	p__Proteobacteria	c__Alphaproteobacteria
41c49dc04a0ecac53fb4c4ec8e308254		
023b3753fdd196214bf34a55a27b74b0		
1bee07c2710e3c44e9a706e5b7717b5a	p__Nitrospirae	c__Nitrospira
fd9960c4e41972e1916ea4f8f904dd4d	p__Proteobacteria	c__Deltaproteobacteria
cb4339dc7385699ca6d20bef2ae7c68c		
01e4b4fd3551cca8c7c7beda6111b4d6		
a3844dc8e8eb0445d8413bbd958d2694		
6a9baa7fefc867d64a5489b08df9cd13	p__Proteobacteria	c__Alphaproteobacteria
e2983b85ea1a64d3d04ba765954aeb6f	p__Bacteroidetes	c__Bacteroidia
3446017a29f4402764a6088223fe3c25	p__Proteobacteria	c__Alphaproteobacteria
78a730418c95a74263d3f402f51a42cd	p__Bacteroidetes	c__Saprospirae
ff5d69e03d8a4c2f971ef6c1b23e0b7f		
6342147ff594ef4a3a72e177813ebbf4	p__Bacteroidetes	c__Sphingobacteriia
ec0ed5f88a95c9d47513cc7baa6e4a21	p__Chloroflexi	c__Chloroflexi
ea923101b0ad588ec9e6bbaf1afbb02a	p__	c__
f5615fb998774f57bec824c3ec4eb071	p__Cyanobacteria	c__Synechococcophycideae
a721ea5ffe4e7af4e3e7df69888ec2c5	p__Proteobacteria	c__Gammaproteobacteria
6dd42427fa06e8d9a59441904669a504	p__Proteobacteria	c__Betaproteobacteria
5114101891bb6f8000cd1f45e5d9b23b		
7975c721107cad8d9605fd644c73ab95	p__Proteobacteria	c__Gammaproteobacteria
e63b5b90783202c77fad9776a5fdcded	p__Proteobacteria	c__Deltaproteobacteria
d8ee3b8670f56d8563845ef6a901a6c9	p__Acidobacteria	c__iii1_8
09bdafc043b716b5ae76861b352d397c	p__Bacteroidetes	c__Saprospirae
c9d0e4c63cd71ed88deb8c014db55977		
12761ffc9ae59938fa9b49762c76f788	p__Bacteroidetes	c__Saprospirae
f8c4128fa3c5c736625b237f99d026ab		
f8e21b18303ecdd95c72150544ea64ba	p__Bacteroidetes	c__Saprospirae
f724573278765907c59d599f61786d05	p__Bacteroidetes	c__Saprospirae
cef04fb1bdc4ec34bbc64942d99f38d5		
24b2c312df8d4dca38d8d55872aeafca		
f02d943ffe725b4dd6c598f758b8bf5d	p__Proteobacteria	c__Deltaproteobacteria
95cb7e06419755a7b534a56bc0d38a8c		
6f7d69d3633321461cea427928e5d303	p__Bacteroidetes	c__Bacteroidia
ae616387946602bf2aca71002cc5b254		
784abfdc26178fbef9d12e5adfaac625	p__Gemmatimonadetes	c__Gemm_3
0735f118598131d6af3276a814c1eff6		
db014a73cdd5327d0f1156a0449ce41b		
39128339d02e5675b0b594e007a2b7b9	p__Firmicutes	c__Clostridia
e5acb0a5593eb260a3f373976bccd95c	p__Proteobacteria	c__Alphaproteobacteria
73297e588c76064e4a92d40c591c7487	p__Bacteroidetes	c__Saprospirae
b6c6ad856180fe47216548c14e4e2bb4	p__Verrucomicrobia	c__Verrucomicrobiae
72978f878704617f8983c07a55047486		
4475872ffbb456df42f562cdfb73389e		
d54e40a3d26e20f147c291d2b4c62928	p__	c__
d82ace5442952dedb69f17cc4a33dfa0		
473ef70940eda04b6d2514d93e85ccfa	p__Proteobacteria	c__Betaproteobacteria
4bbbc34894299e43fdf87ec89501f152		
